school_name,team_id,event,rank,time,swimmer,year,meet
Incarnate Word,154,100 Back,1,55.91,Laney Skrobanek,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Back,2,56.75,Kirstin Schauss,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Back,3,59.30,Grace Clevenger,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Back,4,59.66,Bella Derby,,Trinity v UIW
Incarnate Word,154,100 Back,5,59.86,Abigail Nelson,,SMU v OCU v UIW v UNT
Incarnate Word,154,100 Back,6,1:05.44,Emily Fosbenner,,SMU v OCU v UIW v UNT
Incarnate Word,154,100 Breast,1,1:02.75,Jada Ashford,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Breast,2,1:06.42,Grace Clevenger,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Breast,3,1:07.34,Gabriella Luna,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Breast,4,1:07.54,Elif Eda Altintas,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Fly,1,55.58,Kirstin Schauss,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Fly,2,56.81,Laney Skrobanek,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Fly,3,58.30,Adriana Roldan,,TCU vs UIW
Incarnate Word,154,100 Fly,4,58.66,Gracie Solis,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Fly,5,58.80,Abigail Nelson,,SMU v OCU v UIW v UNT
Incarnate Word,154,100 Fly,6,59.30,Harmonee Freelon,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Fly,7,59.61,Bella Derby,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Fly,8,59.81,KC Nwaeze,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Fly,9,1:00.00,Kayley Radford,,TCU vs UIW
Incarnate Word,154,100 Fly,10,1:00.78,Haley Finley,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Free,1,50.11,Jada Ashford,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Free,2,53.07,KC Nwaeze,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Free,3,53.45,Harmonee Freelon,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Free,4,54.20,Addy Wilson,,TCU vs UIW
Incarnate Word,154,100 Free,5,54.36,Blanca Sanz Bosquet,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,100 Free,6,54.56,Haley Finley,,TCU vs UIW
Incarnate Word,154,100 Free,7,54.60,Lauren Matula,,SMU v OCU v UIW v UNT
Incarnate Word,154,100 Free,8,54.81,Kirstin Schauss,,UTRGV vs UIW
Incarnate Word,154,100 Free,9,55.54,Grace Clevenger,,UIW vs. Sothwestern
Incarnate Word,154,100 Free,10,58.88,Emily Fosbenner,,SMU v OCU v UIW v UNT
Incarnate Word,154,1000 Free,1,10:34.24,Teha Molina De La Rosa,,SMU v OCU v UIW v UNT
Incarnate Word,154,1000 Free,2,10:39.46,Megan Lopez,,SMU v OCU v UIW v UNT
Incarnate Word,154,1000 Free,3,10:48.32,Lauren Matula,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,1650 Free,1,17:48.34,Teha Molina De La Rosa,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,1650 Free,2,17:54.79,Lauren Matula,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,1650 Free,3,17:57.56,Megan Lopez,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Back,1,2:03.43,Kirstin Schauss,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Back,2,2:08.74,Laney Skrobanek,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Back,3,2:10.34,Bella Derby,,SMU v OCU v UIW v UNT
Incarnate Word,154,200 Back,4,2:10.91,Addy Wilson,,SMU v OCU v UIW v UNT
Incarnate Word,154,200 Back,5,2:13.58,Abigail Nelson,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Breast,1,2:25.69,Gabriella Luna,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Breast,2,2:26.68,Grace Clevenger,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Breast,3,2:27.53,Elif Eda Altintas,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Breast,4,2:37.24,Kayley Radford,,Trinity v UIW
Incarnate Word,154,200 Fly,1,2:02.91,Adriana Roldan,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Fly,2,2:05.59,Kayley Radford,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Fly,3,2:06.95,Blanca Sanz Bosquet,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Fly,4,2:07.77,Addy Wilson,,SMU v OCU v UIW v UNT
Incarnate Word,154,200 Fly,5,2:10.04,Gracie Solis,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Fly,6,2:16.09,Bella Derby,,UIW vs. Sothwestern
Incarnate Word,154,200 Free,1,1:54.15,Blanca Sanz Bosquet,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Free,2,1:54.83,Teha Molina De La Rosa,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Free,3,1:55.61,Addy Wilson,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Free,4,1:55.91,Lauren Matula,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Free,5,1:57.24,Megan Lopez,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Free,6,1:57.45,Kayley Radford,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Free,7,1:59.27,Adriana Roldan,,UTRGV vs UIW
Incarnate Word,154,200 Free,8,2:00.69,Laney Skrobanek,,TCU vs UIW
Incarnate Word,154,200 Free,9,2:02.93,Harmonee Freelon,,Trinity v UIW
Incarnate Word,154,200 Free,10,2:05.25,Lilly Payton,,SMU v OCU v UIW v UNT
Incarnate Word,154,200 Im,1,2:07.39,Adriana Roldan,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Im,2,2:08.98,Kayley Radford,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Im,3,2:09.56,Grace Clevenger,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Im,4,2:10.77,Addy Wilson,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Im,5,2:10.88,Elif Eda Altintas,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Im,6,2:13.75,Gabriella Luna,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,200 Im,7,2:17.25,Gracie Solis,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,400 Im,1,4:27.11,Adriana Roldan,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,400 Im,2,4:35.06,Addy Wilson,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,400 Im,3,4:39.83,Kayley Radford,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,400 Im,4,4:56.95,Gracie Solis,,UIW vs. Sothwestern
Incarnate Word,154,50 Free,1,22.85,Jada Ashford,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,50 Free,2,24.17,Kirstin Schauss,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,50 Free,3,24.32,KC Nwaeze,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,50 Free,4,24.48,Harmonee Freelon,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,50 Free,5,24.52,Haley Finley,,SMU v OCU v UIW v UNT
Incarnate Word,154,50 Free,6,24.68,Abigail Nelson,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,50 Free,7,25.92,Blanca Sanz Bosquet,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,50 Free,8,26.12,Kait Weightman,,UIW vs. Sothwestern
Incarnate Word,154,50 Free,9,26.14,Lauren Matula,,SMU v OCU v UIW v UNT
Incarnate Word,154,50 Free,10,26.21,Addy Wilson,,TCU vs UIW
Incarnate Word,154,500 Free,1,5:06.17,Teha Molina De La Rosa,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,500 Free,2,5:06.51,Blanca Sanz Bosquet,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,500 Free,3,5:07.36,Lauren Matula,,Kellianne Nagy Fall Frenzy Invite
Incarnate Word,154,500 Free,4,5:13.78,Megan Lopez,,SMU v OCU v UIW v UNT
Kentucky,176,100 Back,1,53.22,Fernanda Goeij,,Tennessee vs Kentucky
Kentucky,176,100 Back,2,53.25,Grace Frericks,,Louisville vs Kentucky
Kentucky,176,100 Back,3,54.02,Ally Frame,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,100 Back,4,55.47,Kelsey Stuck,,Tennessee vs Kentucky
Kentucky,176,100 Back,5,57.11,Lily DeLong,,Ohio State invitational
Kentucky,176,100 Breast,1,1:01.17,Olivia Stewart,,Tennessee vs Kentucky
Kentucky,176,100 Breast,2,1:01.96,Sarah Anne Shaffer,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,100 Breast,3,1:02.24,Marie Belli,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,100 Fly,1,54.09,Arianna Wertheim,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,100 Fly,2,54.69,Billie Sherratt,,Louisiana State vs. Kentucky
Kentucky,176,100 Fly,3,54.83,Maddy Hartley,,Louisville vs Kentucky
Kentucky,176,100 Fly,4,57.69,Fernanda Goeij,,Ohio State invitational
Kentucky,176,100 Fly,5,57.73,Hayden Penny,,Ohio State invitational
Kentucky,176,100 Fly,6,58.02,Ally Frame,,Ohio State invitational
Kentucky,176,100 Fly,7,58.11,Charlotte Driesse,,Louisiana State vs. Kentucky
Kentucky,176,100 Fly,8,58.11,Marie Belli,,Ohio State invitational
Kentucky,176,100 Fly,9,58.15,Madi McGlothen,,Ohio State invitational
Kentucky,176,100 Fly,10,58.32,Kelsey Stuck,,Ohio State invitational
Kentucky,176,100 Free,1,49.96,Lauren West,,Louisville vs Kentucky
Kentucky,176,100 Free,2,50.20,Madi McGlothen,,Tennessee vs Kentucky
Kentucky,176,100 Free,3,50.46,Grace Frericks,,Louisiana State vs. Kentucky
Kentucky,176,100 Free,4,50.52,Katy Jost,,Ohio State invitational
Kentucky,176,100 Free,5,50.83,Hayden Penny,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,100 Free,6,51.30,Charlotte Driesse,,Louisville vs Kentucky
Kentucky,176,100 Free,7,51.39,Kelsey Stuck,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,100 Free,8,52.43,Ava Fuller,,Louisville vs Kentucky
Kentucky,176,100 Free,9,52.78,Libby Grether,,Tennessee vs Kentucky
Kentucky,176,100 Free,10,53.03,Eli Summa,,Louisiana State vs. Kentucky
Kentucky,176,1000 Free,1,9:49.41,Libby Grether,,Louisville vs Kentucky
Kentucky,176,1000 Free,2,9:53.84,Paige Housman,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,1000 Free,3,9:54.44,Katy Jost,,Tennessee vs Kentucky
Kentucky,176,1000 Free,4,9:58.13,Sharon Guerrero Cho,,Tennessee vs Kentucky
Kentucky,176,1000 Free,5,10:04.83,Abby Dunford,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,1650 Free,1,16:29.34,Libby Grether,,Ohio State invitational
Kentucky,176,1650 Free,2,16:30.64,Paige Housman,,Ohio State invitational
Kentucky,176,1650 Free,3,16:31.65,Katy Jost,,Ohio State invitational
Kentucky,176,1650 Free,4,16:59.06,Sharon Guerrero Cho,,Ohio State invitational
Kentucky,176,200 Back,1,1:54.40,Fernanda Goeij,,Louisville vs Kentucky
Kentucky,176,200 Back,2,1:54.89,Grace Frericks,,Louisville vs Kentucky
Kentucky,176,200 Back,3,1:57.08,Marie Belli,,Ohio State invitational
Kentucky,176,200 Back,4,1:57.45,Ally Frame,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,200 Back,5,2:01.80,Kelsey Stuck,,Ohio State invitational
Kentucky,176,200 Back,6,2:13.61,Lily DeLong,,Louisville vs Kentucky
Kentucky,176,200 Breast,1,2:11.57,Olivia Stewart,,Tennessee vs Kentucky
Kentucky,176,200 Breast,2,2:12.68,Sarah Anne Shaffer,,Louisville vs Kentucky
Kentucky,176,200 Breast,3,2:15.02,Marie Belli,,Louisiana State vs. Kentucky
Kentucky,176,200 Breast,4,2:15.20,Hayden Penny,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,200 Fly,1,1:57.51,Billie Sherratt,,Louisiana State vs. Kentucky
Kentucky,176,200 Fly,2,1:59.66,Arianna Wertheim,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,200 Fly,3,2:00.98,Maddy Hartley,,Ohio State invitational
Kentucky,176,200 Fly,4,2:03.24,Hayden Penny,,Louisville vs Kentucky
Kentucky,176,200 Fly,5,2:07.00,Libby Grether,,Louisiana State vs. Kentucky
Kentucky,176,200 Free,1,1:46.89,Madi McGlothen,,Tennessee vs Kentucky
Kentucky,176,200 Free,2,1:47.04,Katy Jost,,Ohio State invitational
Kentucky,176,200 Free,3,1:47.85,Lauren West,,Ohio State invitational
Kentucky,176,200 Free,4,1:48.62,Hayden Penny,,Ohio State invitational
Kentucky,176,200 Free,5,1:48.87,Grace Frericks,,Ohio State invitational
Kentucky,176,200 Free,6,1:49.16,Charlotte Driesse,,Ohio State invitational
Kentucky,176,200 Free,7,1:49.53,Maddy Hartley,,Ohio State invitational
Kentucky,176,200 Free,8,1:49.64,Libby Grether,,Ohio State invitational
Kentucky,176,200 Free,9,1:50.04,Arianna Wertheim,,Louisville vs Kentucky
Kentucky,176,200 Free,10,1:50.07,Eli Summa,,Louisiana State vs. Kentucky
Kentucky,176,200 Im,1,1:59.14,Hayden Penny,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,200 Im,2,1:59.58,Fernanda Goeij,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,200 Im,3,1:59.94,Marie Belli,,Ohio State invitational
Kentucky,176,200 Im,4,2:01.16,Madi McGlothen,,Ohio State invitational
Kentucky,176,200 Im,5,2:01.27,Arianna Wertheim,,Tennessee vs Kentucky
Kentucky,176,200 Im,6,2:02.41,Billie Sherratt,,Ohio State invitational
Kentucky,176,200 Im,7,2:03.17,Paige Housman,,Louisiana State vs. Kentucky
Kentucky,176,200 Im,8,2:03.33,Charlotte Driesse,,Ohio State invitational
Kentucky,176,200 Im,9,2:04.77,Olivia Stewart,,Ohio State invitational
Kentucky,176,200 Im,10,2:08.44,Sarah Anne Shaffer,,Ohio State invitational
Kentucky,176,400 Im,1,4:09.43,Fernanda Goeij,,Ohio State invitational
Kentucky,176,400 Im,2,4:11.84,Hayden Penny,,Ohio State invitational
Kentucky,176,400 Im,3,4:15.11,Marie Belli,,Ohio State invitational
Kentucky,176,400 Im,4,4:16.18,Paige Housman,,Ohio State invitational
Kentucky,176,400 Im,5,4:16.78,Billie Sherratt,,Ohio State invitational
Kentucky,176,400 Im,6,4:18.12,Arianna Wertheim,,Ohio State invitational
Kentucky,176,400 Im,7,4:18.51,Madi McGlothen,,Ohio State invitational
Kentucky,176,50 Free,1,22.84,Grace Frericks,,Ohio State invitational
Kentucky,176,50 Free,2,23.26,Maddy Hartley,,Louisville vs Kentucky
Kentucky,176,50 Free,3,23.39,Lauren West,,Ohio State invitational
Kentucky,176,50 Free,4,23.58,Arianna Wertheim,,Louisville vs Kentucky
Kentucky,176,50 Free,5,23.61,Charlotte Driesse,,Vanderbilt vs Texas A&M and Kentucky
Kentucky,176,50 Free,6,23.64,Madi McGlothen,,Tennessee vs Kentucky
Kentucky,176,50 Free,7,23.77,Ally Frame,,Ohio State invitational
Kentucky,176,50 Free,8,23.85,Kelsey Stuck,,Tennessee vs Kentucky
Kentucky,176,50 Free,9,24.25,Lily DeLong,,Ohio State invitational
Kentucky,176,50 Free,10,24.48,Ava Fuller,,Louisville vs Kentucky
Kentucky,176,500 Free,1,4:45.37,Madi McGlothen,,Ohio State invitational
Kentucky,176,500 Free,2,4:46.34,Katy Jost,,Ohio State invitational
Kentucky,176,500 Free,3,4:46.91,Libby Grether,,Louisville vs Kentucky
Kentucky,176,500 Free,4,4:47.96,Paige Housman,,Ohio State invitational
Kentucky,176,500 Free,5,4:49.13,Arianna Wertheim,,Ohio State invitational
Kentucky,176,500 Free,6,4:50.74,Hayden Penny,,Ohio State invitational
Kentucky,176,500 Free,7,4:55.92,Charlotte Driesse,,Ohio State invitational
Kentucky,176,500 Free,8,4:56.34,Sharon Guerrero Cho,,Ohio State invitational
Kentucky,176,500 Free,9,5:01.37,Eli Summa,,Ohio State invitational
Kentucky,176,500 Free,10,5:02.15,Ava Fuller,,Ohio State invitational
Louisville,174,100 Back,1,51.82,Camille Murray,,Louisville vs. Missouri
Louisville,174,100 Back,2,51.90,Julie Mishler,,Ohio State invitational
Louisville,174,100 Back,3,53.34,Xeniya IGNATOVA,,Ohio State invitational
Louisville,174,100 Back,4,53.85,Kim Emely Herkle,,Louisville vs Kentucky
Louisville,174,100 Back,5,54.04,Abby Karl,,Ohio State invitational
Louisville,174,100 Back,6,54.75,Avery Karl,,Louisville vs Notre Dame
Louisville,174,100 Back,7,55.24,Sadie Murphy,,Louisville vs Notre Dame
Louisville,174,100 Breast,1,58.45,Anastasia GORBENKO,,Louisville vs. Missouri
Louisville,174,100 Breast,2,58.97,Mia Cheatwood,,Louisville vs Kentucky
Louisville,174,100 Breast,3,59.66,Caroline Larsen,,Ohio State invitational
Louisville,174,100 Breast,4,59.94,Ella Welch,,"Tennessee vs. Auburn, Lousivlle"
Louisville,174,100 Breast,5,1:00.36,ANNA INAGAKI,,Louisville vs Notre Dame
Louisville,174,100 Breast,6,1:00.92,Kim Emely Herkle,,Ohio State invitational
Louisville,174,100 Breast,7,1:02.99,Lily Willis,,Ohio State invitational
Louisville,174,100 Fly,1,51.34,Ella Welch,,Ohio State invitational
Louisville,174,100 Fly,2,51.49,Caroline Larsen,,Ohio State invitational
Louisville,174,100 Fly,3,53.45,Karoline Barrett,,Ohio State invitational
Louisville,174,100 Fly,4,53.67,Camille Murray,,Ohio State invitational
Louisville,174,100 Fly,5,53.94,Sophia Rodriguez,,Ohio State invitational
Louisville,174,100 Fly,6,55.15,Kaitlyn Sallows,,Louisville vs Kentucky
Louisville,174,100 Fly,7,56.08,Avery Karl,,Ohio State invitational
Louisville,174,100 Fly,8,56.22,Summer Cardwell,,SMU Classic
Louisville,174,100 Fly,9,57.16,Maya Bezanson,,Ohio State invitational
Louisville,174,100 Fly,10,57.47,Kim Emely Herkle,,Ohio State invitational
Louisville,174,100 Free,1,47.38,Caroline Larsen,,"Tennessee vs. Auburn, Lousivlle"
Louisville,174,100 Free,2,47.38,Julia Dennis,,Ohio State invitational
Louisville,174,100 Free,3,47.61,Julie Mishler,,Ohio State invitational
Louisville,174,100 Free,4,48.30,Daria Golovaty,,Ohio State invitational
Louisville,174,100 Free,5,48.39,Ella Welch,,Ohio State invitational
Louisville,174,100 Free,6,49.69,Xeniya IGNATOVA,,Ohio State invitational
Louisville,174,100 Free,7,50.07,Abby Karl,,Ohio State invitational
Louisville,174,100 Free,8,50.25,Karoline Barrett,,Ohio State invitational
Louisville,174,100 Free,9,50.34,Avery Karl,,Louisville vs Notre Dame
Louisville,174,100 Free,10,50.80,Maya Bezanson,,Ohio State invitational
Louisville,174,1000 Free,1,9:35.15,Letícia FASSINA ROMÃO,,Louisville vs Notre Dame
Louisville,174,1000 Free,2,9:37.10,Thilda Häll,,Louisville vs. Missouri
Louisville,174,1000 Free,3,9:46.45,Daria Golovaty,,"Tennessee vs. Auburn, Lousivlle"
Louisville,174,1000 Free,4,9:54.20,Maya Bezanson,,Louisville vs Kentucky
Louisville,174,1000 Free,5,9:58.79,Summer Cardwell,,Louisville vs Notre Dame
Louisville,174,1650 Free,1,15:57.78,Letícia FASSINA ROMÃO,,Ohio State invitational
Louisville,174,1650 Free,2,16:59.39,Maya Bezanson,,Ohio State invitational
Louisville,174,200 Back,1,1:53.46,Xeniya IGNATOVA,,Ohio State invitational
Louisville,174,200 Back,2,1:56.26,Camille Murray,,Ohio State invitational
Louisville,174,200 Back,3,1:56.63,Julie Mishler,,SMU Classic
Louisville,174,200 Back,4,1:58.15,Sadie Murphy,,Ohio State invitational
Louisville,174,200 Back,5,1:58.45,Maya Bezanson,,Louisville vs Kentucky
Louisville,174,200 Back,6,2:01.18,Kim Emely Herkle,,Louisville vs Xavier
Louisville,174,200 Back,7,2:08.00,Letícia FASSINA ROMÃO,,Louisville vs Xavier
Louisville,174,200 Breast,1,2:07.14,Mia Cheatwood,,Ohio State invitational
Louisville,174,200 Breast,2,2:09.07,Kim Emely Herkle,,Ohio State invitational
Louisville,174,200 Breast,3,2:11.05,ANNA INAGAKI,,Louisville vs Notre Dame
Louisville,174,200 Breast,4,2:13.60,Ella Welch,,SMU Classic
Louisville,174,200 Breast,5,2:17.92,Lily Willis,,Ohio State invitational
Louisville,174,200 Fly,1,1:58.11,Ella Welch,,Louisville vs Notre Dame
Louisville,174,200 Fly,2,1:58.71,Summer Cardwell,,Ohio State invitational
Louisville,174,200 Fly,3,1:59.42,Kaitlyn Sallows,,Louisville vs Kentucky
Louisville,174,200 Fly,4,2:01.40,Sophia Rodriguez,,Ohio State invitational
Louisville,174,200 Fly,5,2:02.34,Daria Golovaty,,SMU Classic
Louisville,174,200 Free,1,1:43.52,Daria Golovaty,,Ohio State invitational
Louisville,174,200 Free,2,1:44.26,Summer Cardwell,,Louisville vs Kentucky
Louisville,174,200 Free,3,1:45.32,Caroline Larsen,,Louisville vs Notre Dame
Louisville,174,200 Free,4,1:45.64,Julia Dennis,,Louisville vs Kentucky
Louisville,174,200 Free,5,1:46.65,Xeniya IGNATOVA,,Ohio State invitational
Louisville,174,200 Free,6,1:47.02,Letícia FASSINA ROMÃO,,Ohio State invitational
Louisville,174,200 Free,7,1:47.48,Maya Bezanson,,Louisville vs Notre Dame
Louisville,174,200 Free,8,1:47.88,Amelia Bodenstab,,"Tennessee vs. Auburn, Lousivlle"
Louisville,174,200 Free,9,1:48.59,Sadie Murphy,,Louisville vs Kentucky
Louisville,174,200 Im,1,1:57.27,Summer Cardwell,,"Tennessee vs. Auburn, Lousivlle"
Louisville,174,200 Im,2,1:57.98,Kim Emely Herkle,,Ohio State invitational
Louisville,174,200 Im,3,1:59.03,Mia Cheatwood,,Ohio State invitational
Louisville,174,200 Im,4,2:01.52,ANNA INAGAKI,,Ohio State invitational
Louisville,174,200 Im,5,2:01.63,Kaitlyn Sallows,,Louisville vs Kentucky
Louisville,174,200 Im,6,2:01.88,Sadie Murphy,,Louisville vs Kentucky
Louisville,174,200 Im,7,2:02.02,Xeniya IGNATOVA,,SMU Classic
Louisville,174,200 Im,8,2:02.39,Maya Bezanson,,Louisville vs Kentucky
Louisville,174,200 Im,9,2:03.83,Lily Willis,,Ohio State invitational
Louisville,174,200 Im,10,2:06.98,Daria Golovaty,,Louisville vs Xavier
Louisville,174,400 Im,1,4:10.83,Kim Emely Herkle,,Ohio State invitational
Louisville,174,400 Im,2,4:12.47,Summer Cardwell,,SMU Classic
Louisville,174,400 Im,3,4:13.16,Maya Bezanson,,Louisville vs Notre Dame
Louisville,174,400 Im,4,4:18.19,Kaitlyn Sallows,,Ohio State invitational
Louisville,174,400 Im,5,4:23.71,Lily Willis,,Ohio State invitational
Louisville,174,50 Free,1,21.21,Julia Dennis,,"Tennessee vs. Auburn, Lousivlle"
Louisville,174,50 Free,2,21.70,Caroline Larsen,,"Tennessee vs. Auburn, Lousivlle"
Louisville,174,50 Free,3,21.83,Julie Mishler,,Ohio State invitational
Louisville,174,50 Free,4,22.14,Ella Welch,,Ohio State invitational
Louisville,174,50 Free,5,22.78,Abby Karl,,Ohio State invitational
Louisville,174,50 Free,6,22.91,Karoline Barrett,,Louisville vs Kentucky
Louisville,174,50 Free,7,23.01,Avery Karl,,Louisville vs Kentucky
Louisville,174,50 Free,8,23.25,Daria Golovaty,,Ohio State invitational
Louisville,174,50 Free,9,23.54,Sophia Rodriguez,,Ohio State invitational
Louisville,174,50 Free,10,24.13,Xeniya IGNATOVA,,Ohio State invitational
Louisville,174,500 Free,1,4:40.98,Daria Golovaty,,Ohio State invitational
Louisville,174,500 Free,2,4:41.56,Letícia FASSINA ROMÃO,,Ohio State invitational
Louisville,174,500 Free,3,4:43.69,Thilda Häll,,Louisville vs. Missouri
Louisville,174,500 Free,4,4:44.64,Summer Cardwell,,Louisville vs Kentucky
Louisville,174,500 Free,5,4:45.54,Maya Bezanson,,Louisville vs Notre Dame
Louisville,174,500 Free,6,4:49.09,Kaitlyn Sallows,,"Tennessee vs. Auburn, Lousivlle"
Louisville,174,500 Free,7,4:49.14,Xeniya IGNATOVA,,Louisville vs Notre Dame
Louisville,174,500 Free,8,4:50.00,Amelia Bodenstab,,Louisville vs Kentucky
Maine,169,100 Back,1,57.80,Charlie Hoover,,Maine Collegiate Invite
Maine,169,100 Back,2,59.80,Amelia Obszarny,,Harold Anderson Invitational
Maine,169,100 Back,3,1:00.35,Bella Wilkinson,,Harold Anderson Invitational
Maine,169,100 Back,4,1:00.42,Alicia Littler,,Harold Anderson Invitational
Maine,169,100 Back,5,1:00.51,Emily Yorkievitz,,Maine vs UNH
Maine,169,100 Back,6,1:00.52,Amelia Habgood,,Harold Anderson Invitational
Maine,169,100 Back,7,1:02.55,Kendra Canale,,Harold Anderson Invitational
Maine,169,100 Back,8,1:03.09,Lili Nelson,,Maine Collegiate Invite
Maine,169,100 Back,9,1:04.41,Isabelle Irani,,Maine vs. Maine Maritime
Maine,169,100 Back,10,1:05.48,Elle Davis,,Maine vs UNH
Maine,169,100 Breast,1,1:06.21,Laura Dube,,Maine Collegiate Invite
Maine,169,100 Breast,2,1:06.24,Eva Welsh,,Maine Collegiate Invite
Maine,169,100 Breast,3,1:07.37,Maddie Baldwin,,Harold Anderson Invitational
Maine,169,100 Breast,4,1:08.27,Gabi Volpe,,Maine vs UNH
Maine,169,100 Breast,5,1:09.30,Alexa Coughlan,,Harold Anderson Invitational
Maine,169,100 Breast,6,1:09.69,Elle Cadigan,,Harold Anderson Invitational
Maine,169,100 Breast,7,1:10.37,Ula Haller,,Maine Collegiate Invite
Maine,169,100 Breast,8,1:13.09,Grace Hanke,,Maine Collegiate Invite
Maine,169,100 Fly,1,56.96,Charlie Hoover,,Maine Collegiate Invite
Maine,169,100 Fly,2,58.35,Nicki Harkins,,Maine Collegiate Invite
Maine,169,100 Fly,3,58.74,Emily Yorkievitz,,Harold Anderson Invitational
Maine,169,100 Fly,4,59.05,Macy Organ,,Harold Anderson Invitational
Maine,169,100 Fly,5,59.36,Isabelle Irani,,Harold Anderson Invitational
Maine,169,100 Fly,6,1:00.42,Kathleen Bendoraitis,,Harold Anderson Invitational
Maine,169,100 Fly,7,1:00.66,Eva Welsh,,Maine vs UVM
Maine,169,100 Fly,8,1:01.21,Mia Poirier,,Maine vs. New Brunswick
Maine,169,100 Fly,9,1:01.33,Grace Hanke,,Maine Collegiate Invite
Maine,169,100 Fly,10,1:02.17,Erin Madigan,,Maine vs. Maine Maritime
Maine,169,100 Free,1,52.47,Charlie Hoover,,Maine Collegiate Invite
Maine,169,100 Free,2,52.71,Mia Poirier,,Harold Anderson Invitational
